iter	Passed	Remaining
1680	10296	1953
1681	10302	1947
1682	10308	1941
1683	10313	1935
1684	10318	1929
1685	10324	1922
1686	10330	1916
1687	10336	1910
1688	10342	1904
1689	10348	1898
1690	10353	1891
1691	10359	1885
1692	10365	1879
1693	10371	1873
1694	10377	1867
1695	10383	1861
1696	10388	1854
1697	10394	1848
1698	10399	1842
1699	10406	1836
1700	10412	1830
1701	10419	1824
1702	10425	1818
1703	10431	1811
1704	10437	1805
1705	10442	1799
1706	10448	1793
1707	10453	1787
1708	10460	1781
1709	10466	1775
1710	10472	1768
1711	10478	1762
1712	10484	1756
1713	10490	1750
1714	10495	1744
1715	10501	1737
1716	10506	1731
1717	10512	1725
1718	10518	1719
1719	10524	1713
1720	10529	1707
1721	10535	1700
1722	10541	1694
1723	10547	1688
1724	10553	1682
1725	10559	1676
1726	10564	1670
1727	10570	1663
1728	10575	1657
1729	10581	1651
1730	10587	1645
1731	10593	1639
1732	10598	1632
1733	10603	1626
1734	10608	1620
1735	10615	1614
1736	10621	1608
1737	10627	1602
1738	10634	1596
1739	10640	1589
1740	10645	1583
1741	10651	1577
1742	10656	1571
1743	10662	1565
1744	10668	1558
1745	10674	1552
1746	10680	1546
1747	10686	1540
1748	10691	1534
1749	10697	1528
1750	10702	1521
1751	10709	1515
1752	10714	1509
1753	10719	1503
1754	10725	1497
1755	10731	1491
1756	10737	1485
1757	10743	1478
1758	10749	1472
1759	10754	1466
1760	10760	1460
1761	10765	1454
1762	10771	1448
1763	10777	1441
1764	10783	1435
1765	10789	1429
1766	10794	1423
1767	10800	1417
1768	10805	1411
1769	10811	1404
1770	10817	1398
1771	10823	1392
1772	10829	1386
1773	10835	1380
1774	10841	1374
1775	10846	1368
1776	10852	1361
1777	10858	1355
1778	10864	1349
1779	10870	1343
1780	10876	1337
1781	10882	1331
1782	10887	1325
1783	10893	1318
1784	10898	1312
1785	10905	1306
1786	10910	1300
1787	10916	1294
1788	10921	1288
1789	10926	1281
1790	10932	1275
1791	10938	1269
1792	10944	1263
1793	10950	1257
1794	10956	1251
1795	10961	1245
1796	10967	1238
1797	10972	1232
1798	10978	1226
1799	10983	1220
1800	10989	1214
1801	10994	1208
1802	11001	1202
1803	11007	1195
1804	11013	1189
1805	11019	1183
1806	11025	1177
1807	11030	1171
1808	11036	1165
1809	11043	1159
1810	11048	1153
1811	11053	1146
1812	11059	1140
1813	11065	1134
1814	11070	1128
1815	11075	1122
1816	11082	1116
1817	11087	1110
1818	11093	1103
1819	11098	1097
1820	11104	1091
1821	11110	1085
1822	11115	1079
1823	11121	1073
1824	11126	1066
1825	11132	1060
1826	11137	1054
1827	11143	1048
1828	11149	1042
1829	11154	1036
1830	11160	1030
1831	11166	1023
1832	11172	1017
1833	11177	1011
1834	11183	1005
1835	11189	999
1836	11195	993
1837	11201	987
1838	11206	981
1839	11212	975
1840	11217	968
1841	11223	962
1842	11229	956
1843	11235	950
1844	11241	944
1845	11247	938
1846	11253	932
1847	11258	926
1848	11264	919
1849	11269	913
1850	11275	907
1851	11281	901
1852	11286	895
1853	11291	889
1854	11297	883
1855	11303	876
1856	11308	870
1857	11313	864
1858	11319	858
1859	11324	852
1860	11330	846
1861	11335	840
1862	11340	833
1863	11346	827
1864	11351	821
1865	11357	815
1866	11363	809
1867	11369	803
1868	11374	797
1869	11379	791
1870	11384	784
1871	11390	778
1872	11395	772
1873	11401	766
1874	11406	760
1875	11411	754
1876	11417	748
1877	11422	742
1878	11427	735
1879	11433	729
1880	11438	723
1881	11443	717
1882	11449	711
1883	11454	705
1884	11459	699
1885	11465	693
1886	11470	686
1887	11475	680
1888	11480	674
1889	11484	668
1890	11490	662
1891	11495	656
1892	11500	650
1893	11505	643
1894	11511	637
1895	11516	631
1896	11522	625
1897	11527	619
1898	11533	613
1899	11538	607
1900	11544	601
1901	11551	595
1902	11556	589
1903	11561	582
1904	11567	576
1905	11572	570
1906	11578	564
1907	11584	558
1908	11590	552
1909	11595	546
1910	11600	540
1911	11606	534
1912	11611	528
1913	11617	521
1914	11622	515
1915	11627	509
1916	11633	503
1917	11639	497
1918	11645	491
1919	11650	485
1920	11656	479
1921	11661	473
1922	11668	467
1923	11673	461
1924	11679	455
1925	11685	448
1926	11691	442
1927	11696	436
1928	11701	430
1929	11707	424
1930	11713	418
1931	11718	412
1932	11724	406
1933	11729	400
1934	11735	394
1935	11741	388
1936	11747	382
1937	11753	376
1938	11758	369
1939	11763	363
1940	11769	357
1941	11775	351
1942	11781	345
1943	11787	339
1944	11793	333
1945	11798	327
1946	11804	321
1947	11809	315
1948	11814	309
1949	11819	303
1950	11825	296
1951	11830	290
1952	11836	284
1953	11842	278
1954	11848	272
1955	11855	266
1956	11861	260
1957	11867	254
1958	11873	248
1959	11879	242
1960	11883	236
1961	11889	230
1962	11896	224
1963	11902	218
1964	11908	212
1965	11914	206
1966	11920	199
1967	11925	193
1968	11931	187
1969	11937	181
1970	11942	175
1971	11949	169
1972	11954	163
1973	11959	157
1974	11964	151
1975	11970	145
1976	11976	139
1977	11983	133
1978	11988	127
1979	11993	121
1980	11998	115
1981	12004	109
1982	12010	102
1983	12015	96
1984	12021	90
1985	12028	84
1986	12033	78
1987	12038	72
1988	12044	66
1989	12050	60
1990	12057	54
1991	12062	48
1992	12067	42
1993	12074	36
1994	12079	30
1995	12085	24
1996	12092	18
1997	12098	12
1998	12104	6
1999	12111	0
